Nível	Magia	Escola de Magia	Descrição Visual/Efeito	Prompt Base
3	Aura de Vitalidade	Abjuração	Uma energia curativa irradia do conjurador em uma aura, permitindo restaurar a vida de aliados próximos.	Cria a imagem de D&D para a Magia 'Aura de Vitalidade' que é do tipo 'Abjuração', do nível 3, com o efeito 'Uma energia curativa irradia do conjurador em uma aura, permitindo restaurar a vida de aliados próximos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Bola de Fogo	Evocação	Uma explosão maciça de chamas que se expande a partir de um ponto escolhido, causando dano ígneo elevado em área.	Cria a imagem de D&D para a Magia 'Bola de Fogo' que é do tipo 'Evocação', do nível 3, com o efeito 'Uma explosão maciça de chamas que se expande a partir de um ponto escolhido, causando dano ígneo elevado em área.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Caminhar Sobre as Águas	Transmutação	Concede a criaturas a habilidade de se moverem através de superfícies líquidas como se fossem chão firme.	Cria a imagem de D&D para a Magia 'Caminhar Sobre as Águas' que é do tipo 'Transmutação', do nível 3, com o efeito 'Concede a criaturas a habilidade de se moverem através de superfícies líquidas como se fossem chão firme.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Celeridade	Transmutação	O tempo parece desacelerar para o alvo, permitindo que ele se mova e aja com velocidade sobrenatural.	Cria a imagem de D&D para a Magia 'Celeridade' que é do tipo 'Transmutação', do nível 3, com o efeito 'O tempo parece desacelerar para o alvo, permitindo que ele se mova e aja com velocidade sobrenatural.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Círculo Mágico	Abjuração	Cria um cilindro de energia protetora que impede a entrada ou saída de tipos específicos de criaturas.	Cria a imagem de D&D para a Magia 'Círculo Mágico' que é do tipo 'Abjuração', do nível 3, com o efeito 'Cria um cilindro de energia protetora que impede a entrada ou saída de tipos específicos de criaturas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Clarividência	Adivinhação	Cria um sensor invisível em um local familiar para ver ou ouvir à distância.	Cria a imagem de D&D para a Magia 'Clarividência' que é do tipo 'Adivinhação', do nível 3, com o efeito 'Cria um sensor invisível em um local familiar para ver ou ouvir à distância.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Contramagia	Abjuração	O conjurador tenta interromper o processo de conjuração de uma magia de outra criatura no momento em que ela ocorre.	Cria a imagem de D&D para a Magia 'Contramagia' que é do tipo 'Abjuração', do nível 3, com o efeito 'O conjurador tenta interromper o processo de conjuração de uma magia de outra criatura no momento em que ela ocorre.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Convocar Feérico	Invocação	Invoca um espírito de Faéria que assume uma forma corpórea para auxiliar em combate.	Cria a imagem de D&D para a Magia 'Convocar Feérico' que é do tipo 'Invocação', do nível 3, com o efeito 'Invoca um espírito de Faéria que assume uma forma corpórea para auxiliar em combate.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Convocar Relâmpagos	Invocação	Uma nuvem de tempestade surge e o conjurador pode direcionar relâmpagos dela para atingir o solo.	Cria a imagem de D&D para a Magia 'Convocar Relâmpagos' que é do tipo 'Invocação', do nível 3, com o efeito 'Uma nuvem de tempestade surge e o conjurador pode direcionar relâmpagos dela para atingir o solo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Crescimento de Plantas	Transmutação	Faz com que a vegetação em uma área cresça instantaneamente, tornando o terreno difícil ou aumentando a produtividade da terra.	Cria a imagem de D&D para a Magia 'Crescimento de Plantas' que é do tipo 'Transmutação', do nível 3, com o efeito 'Faz com que a vegetação em uma área cresça instantaneamente, tornando o terreno difícil ou aumentando a produtividade da terra.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Criar Comida e Água	Invocação	Cria magicamente sustento e água limpa o suficiente para alimentar um grupo.	Cria a imagem de D&D para a Magia 'Criar Comida e Água' que é do tipo 'Invocação', do nível 3, com o efeito 'Cria magicamente sustento e água limpa o suficiente para alimentar um grupo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Destruição Cegante	Evocação	Um ataque imbuído de luz intensa que causa dano radiante e pode cegar o alvo.	Cria a imagem de D&D para a Magia 'Destruição Cegante' que é do tipo 'Evocação', do nível 3, com o efeito 'Um ataque imbuído de luz intensa que causa dano radiante e pode cegar o alvo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Dissipar Magia	Abjuração	Encerra magias ativas em uma criatura, objeto ou área.	Cria a imagem de D&D para a Magia 'Dissipar Magia' que é do tipo 'Abjuração', do nível 3, com o efeito 'Encerra magias ativas em uma criatura, objeto ou área.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Falar com Mortos	Necromancia	Concede uma aparência de vida a um cadáver, permitindo que ele responda a perguntas.	Cria a imagem de D&D para a Magia 'Falar com Mortos' que é do tipo 'Necromancia', do nível 3, com o efeito 'Concede uma aparência de vida a um cadáver, permitindo que ele responda a perguntas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Falar com Plantas	Transmutação	Imbui plantas com inteligência limitada, permitindo a comunicação e pedidos simples.	Cria a imagem de D&D para a Magia 'Falar com Plantas' que é do tipo 'Transmutação', do nível 3, com o efeito 'Imbui plantas com inteligência limitada, permitindo a comunicação e pedidos simples.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Flecha Relâmpago	Transmutação	Transforma uma munição ou arma de arremesso em um raio de eletricidade pura.	Cria a imagem de D&D para a Magia 'Flecha Relâmpago' que é do tipo 'Transmutação', do nível 3, com o efeito 'Transforma uma munição ou arma de arremesso em um raio de eletricidade pura.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Fome de Hadar	Conjuração	Cria uma esfera de escuridão negra preenchida com ruídos e tentáculos que causam dano por frio e ácido.	Cria a imagem de D&D para a Magia 'Fome de Hadar' que é do tipo 'Conjuração', do nível 3, com o efeito 'Cria uma esfera de escuridão negra preenchida com ruídos e tentáculos que causam dano por frio e ácido.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Forma Gasosa	Transmutação	O alvo e seu equipamento transformam-se em uma nuvem de névoa translúcida capaz de atravessar frestas.	Cria a imagem de D&D para a Magia 'Forma Gasosa' que é do tipo 'Transmutação', do nível 3, com o efeito 'O alvo e seu equipamento transformam-se em uma nuvem de névoa translúcida capaz de atravessar frestas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Glifo de Proteção	Abjuração	Cria uma runa mágica que armazena uma magia ou efeito explosivo, ativado por um gatilho.	Cria a imagem de D&D para a Magia 'Glifo de Proteção' que é do tipo 'Abjuração', do nível 3, com o efeito 'Cria uma runa mágica que armazena uma magia ou efeito explosivo, ativado por um gatilho.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Guardiões Espirituais	Invocação	Espíritos protetores flutuam ao redor do conjurador, causando dano e reduzindo a velocidade de inimigos próximos.	Cria a imagem de D&D para a Magia 'Guardiões Espirituais' que é do tipo 'Invocação', do nível 3, com o efeito 'Espíritos protetores flutuam ao redor do conjurador, causando dano e reduzindo a velocidade de inimigos próximos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Imagem Maior	Ilusão	Cria uma ilusão complexa que inclui elementos visuais, sonoros, térmicos e até odores.	Cria a imagem de D&D para a Magia 'Imagem Maior' que é do tipo 'Ilusão', do nível 3, com o efeito 'Cria uma ilusão complexa que inclui elementos visuais, sonoros, térmicos e até odores.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Indetectável	Abjuração	Oculta uma criatura ou objeto de sensores de adivinhação e magias de localização.	Cria a imagem de D&D para a Magia 'Indetectável' que é do tipo 'Abjuração', do nível 3, com o efeito 'Oculta uma criatura ou objeto de sensores de adivinhação e magias de localização.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Invocar Animais	Invocação	Conjura espíritos da natureza que assumem formas de feras para lutar.	Cria a imagem de D&D para a Magia 'Invocar Animais' que é do tipo 'Invocação', do nível 3, com o efeito 'Conjura espíritos da natureza que assumem formas de feras para lutar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Invocar Barragem	Invocação	Cria uma chuva massiva de cópias da arma utilizada, atingindo uma área em cone.	Cria a imagem de D&D para a Magia 'Invocar Barragem' que é do tipo 'Invocação', do nível 3, com o efeito 'Cria uma chuva massiva de cópias da arma utilizada, atingindo uma área em cone.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Invocar Morto-vivo	Necromancia	Conjura um espírito morto-vivo que se manifesta em uma forma física escolhida.	Cria a imagem de D&D para a Magia 'Invocar Morto-vivo' que é do tipo 'Necromancia', do nível 3, com o efeito 'Conjura um espírito morto-vivo que se manifesta em uma forma física escolhida.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Lentidão	Transmutação	Altera a percepção do tempo para os inimigos, reduzindo drasticamente seu movimento e ações.	Cria a imagem de D&D para a Magia 'Lentidão' que é do tipo 'Transmutação', do nível 3, com o efeito 'Altera a percepção do tempo para os inimigos, reduzindo drasticamente seu movimento e ações.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Línguas	Adivinhação	Concede a habilidade de entender e falar qualquer idioma fluentemente.	Cria a imagem de D&D para a Magia 'Línguas' que é do tipo 'Adivinhação', do nível 3, com o efeito 'Concede a habilidade de entender e falar qualquer idioma fluentemente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Luz do Dia	Evocação	Cria uma esfera de luz intensa que emite brilho pleno e dissipa escuridão mágica de nível inferior.	Cria a imagem de D&D para a Magia 'Luz do Dia' que é do tipo 'Evocação', do nível 3, com o efeito 'Cria uma esfera de luz intensa que emite brilho pleno e dissipa escuridão mágica de nível inferior.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Manto do Cruzado	Evocação	O conjurador irradia uma aura de 9 metros que aumenta o dano de aliados com poder radiante.	Cria a imagem de D&D para a Magia 'Manto do Cruzado' que é do tipo 'Evocação', do nível 3, com o efeito 'O conjurador irradia uma aura de 9 metros que aumenta o dano de aliados com poder radiante.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Medo	Ilusão	Projeta uma imagem aterrorizante que faz com que as criaturas fujam em pânico.	Cria a imagem de D&D para a Magia 'Medo' que é do tipo 'Ilusão', do nível 3, com o efeito 'Projeta uma imagem aterrorizante que faz com que as criaturas fujam em pânico.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Mesclar-se às Rochas	Transmutação	O conjurador funde seu corpo com uma superfície de pedra próxima.	Cria a imagem de D&D para a Magia 'Mesclar-se às Rochas' que é do tipo 'Transmutação', do nível 3, com o efeito 'O conjurador funde seu corpo com uma superfície de pedra próxima.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Montaria Fantasmagórica	Ilusão	Cria uma criatura ilusória grande e veloz que serve como montaria.	Cria a imagem de D&D para a Magia 'Montaria Fantasmagórica' que é do tipo 'Ilusão', do nível 3, com o efeito 'Cria uma criatura ilusória grande e veloz que serve como montaria.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Muralha de Vento	Evocação	Ergue uma cortina de vento forte que bloqueia projéteis e empurra criaturas pequenas.	Cria a imagem de D&D para a Magia 'Muralha de Vento' que é do tipo 'Evocação', do nível 3, com o efeito 'Ergue uma cortina de vento forte que bloqueia projéteis e empurra criaturas pequenas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Nevasca	Invocação	Cria uma área de frio intenso e neve pesada que dificulta a visão e o movimento.	Cria a imagem de D&D para a Magia 'Nevasca' que é do tipo 'Invocação', do nível 3, com o efeito 'Cria uma área de frio intenso e neve pesada que dificulta a visão e o movimento.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Nuvem Fétida	Invocação	Gera uma nuvem de gás nauseante que pode incapacitar criaturas dentro dela.	Cria a imagem de D&D para a Magia 'Nuvem Fétida' que é do tipo 'Invocação', do nível 3, com o efeito 'Gera uma nuvem de gás nauseante que pode incapacitar criaturas dentro dela.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Padrão Hipnótico	Ilusão	Cria um padrão de cores flutuantes que deixa criaturas em estado de transe.	Cria a imagem de D&D para a Magia 'Padrão Hipnótico' que é do tipo 'Ilusão', do nível 3, com o efeito 'Cria um padrão de cores flutuantes que deixa criaturas em estado de transe.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Palavra Curativa em Massa	Abjuração	Uma invocação poderosa que restaura a vida de vários aliados simultaneamente à distância.	Cria a imagem de D&D para a Magia 'Palavra Curativa em Massa' que é do tipo 'Abjuração', do nível 3, com o efeito 'Uma invocação poderosa que restaura a vida de vários aliados simultaneamente à distância.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Pequeno Refúgio de Leomund	Evocação	Cria uma cúpula de força imóvel que protege quem está dentro contra o ambiente e ataques externos.	Cria a imagem de D&D para a Magia 'Pequeno Refúgio de Leomund' que é do tipo 'Evocação', do nível 3, com o efeito 'Cria uma cúpula de força imóvel que protege quem está dentro contra o ambiente e ataques externos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Piscar (Blink)	Transmutação	O conjurador oscila entre o Plano Material e o Plano Etéreo, tornando-se difícil de atingir.	Cria a imagem de D&D para a Magia 'Piscar (Blink)' que é do tipo 'Transmutação', do nível 3, com o efeito 'O conjurador oscila entre o Plano Material e o Plano Etéreo, tornando-se difícil de atingir.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Proteção contra Energia	Abjuração	Concede resistência a um tipo de dano elemental escolhido.	Cria a imagem de D&D para a Magia 'Proteção contra Energia' que é do tipo 'Abjuração', do nível 3, com o efeito 'Concede resistência a um tipo de dano elemental escolhido.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Relâmpago	Evocação	Um feixe de eletricidade pura dispara do conjurador em linha reta, atravessando inimigos.	Cria a imagem de D&D para a Magia 'Relâmpago' que é do tipo 'Evocação', do nível 3, com o efeito 'Um feixe de eletricidade pura dispara do conjurador em linha reta, atravessando inimigos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Remeter (Sending)	Adivinhação	Permite enviar uma mensagem curta para qualquer criatura conhecida, independentemente da distância.	Cria a imagem de D&D para a Magia 'Remeter (Sending)' que é do tipo 'Adivinhação', do nível 3, com o efeito 'Permite enviar uma mensagem curta para qualquer criatura conhecida, independentemente da distância.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Remover Maldição	Abjuração	Encerra maldições que afetam criaturas ou objetos tocados.	Cria a imagem de D&D para a Magia 'Remover Maldição' que é do tipo 'Abjuração', do nível 3, com o efeito 'Encerra maldições que afetam criaturas ou objetos tocados.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Respirar na Água	Transmutação	Permite que criaturas consigam respirar submersas em água.	Cria a imagem de D&D para a Magia 'Respirar na Água' que é do tipo 'Transmutação', do nível 3, com o efeito 'Permite que criaturas consigam respirar submersas em água.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Revivificar	Necromancia	Toca uma criatura que morreu no último minuto, trazendo-a de volta com 1 ponto de vida.	Cria a imagem de D&D para a Magia 'Revivificar' que é do tipo 'Necromancia', do nível 3, com o efeito 'Toca uma criatura que morreu no último minuto, trazendo-a de volta com 1 ponto de vida.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Rogar Maldição	Necromancia	Impõe uma desvantagem ou efeito nefasto contínuo em um alvo através do toque.	Cria a imagem de D&D para a Magia 'Rogar Maldição' que é do tipo 'Necromancia', do nível 3, com o efeito 'Impõe uma desvantagem ou efeito nefasto contínuo em um alvo através do toque.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Simular Morte	Necromancia	Coloca uma criatura em um estado cataléptico que é indistinguível da morte real.	Cria a imagem de D&D para a Magia 'Simular Morte' que é do tipo 'Necromancia', do nível 3, com o efeito 'Coloca uma criatura em um estado cataléptico que é indistinguível da morte real.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Sinal de Esperança	Abjuração	Irradia uma aura que garante vantagem em salvaguardas de Sabedoria e maximiza curas recebidas por aliados.	Cria a imagem de D&D para a Magia 'Sinal de Esperança' que é do tipo 'Abjuração', do nível 3, com o efeito 'Irradia uma aura que garante vantagem em salvaguardas de Sabedoria e maximiza curas recebidas por aliados.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Toque Vampírico	Necromancia	O toque do conjurador drena a energia vital do inimigo para curar a si mesmo.	Cria a imagem de D&D para a Magia 'Toque Vampírico' que é do tipo 'Necromancia', do nível 3, com o efeito 'O toque do conjurador drena a energia vital do inimigo para curar a si mesmo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
3	Voo	Transmutação	Concede a uma criatura a habilidade de voar pelos céus magicamente.	Cria a imagem de D&D para a Magia 'Voo' que é do tipo 'Transmutação', do nível 3, com o efeito 'Concede a uma criatura a habilidade de voar pelos céus magicamente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Arca Secreta de Leomund	Invocação	Oculta um baú valioso no Plano Etéreo para segurança.	Cria a imagem de D&D para a Magia 'Arca Secreta de Leomund' que é do tipo 'Invocação', do nível 4, com o efeito 'Oculta um baú valioso no Plano Etéreo para segurança.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Assassino Fantasmagórico	Ilusão	Manifesta o medo mais profundo do alvo como uma imagem que apenas ele vê, causando dor psíquica.	Cria a imagem de D&D para a Magia 'Assassino Fantasmagórico' que é do tipo 'Ilusão', do nível 4, com o efeito 'Manifesta o medo mais profundo do alvo como uma imagem que apenas ele vê, causando dor psíquica.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Aura de Pureza	Abjuração	Uma aura protetora que impede doenças, venenos e várias condições incapacitantes em aliados próximos.	Cria a imagem de D&D para a Magia 'Aura de Pureza' que é do tipo 'Abjuração', do nível 4, com o efeito 'Uma aura protetora que impede doenças, venenos e várias condições incapacitantes em aliados próximos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Aura de Vida	Abjuração	Protege a força vital dos aliados em uma aura, impedindo a redução de seus pontos de vida máximos.	Cria a imagem de D&D para a Magia 'Aura de Vida' que é do tipo 'Abjuração', do nível 4, com o efeito 'Protege a força vital dos aliados em uma aura, impedindo a redução de seus pontos de vida máximos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Banimento	Abjuração	Tenta enviar uma criatura para outro plano de existência por um período.	Cria a imagem de D&D para a Magia 'Banimento' que é do tipo 'Abjuração', do nível 4, com o efeito 'Tenta enviar uma criatura para outro plano de existência por um período.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Cão Fiel de Mordenkainen	Invocação	Conjura um cão guardião invisível que late ao detectar intrusos e ataca inimigos.	Cria a imagem de D&D para a Magia 'Cão Fiel de Mordenkainen' que é do tipo 'Invocação', do nível 4, com o efeito 'Conjura um cão guardião invisível que late ao detectar intrusos e ataca inimigos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Compulsão	Encantamento	Força criaturas a se moverem em uma direção específica determinada pelo conjurador.	Cria a imagem de D&D para a Magia 'Compulsão' que é do tipo 'Encantamento', do nível 4, com o efeito 'Força criaturas a se moverem em uma direção específica determinada pelo conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Confusão	Encantamento	Atordoa e confunde as mentes de criaturas, fazendo-as agir de forma errática ou aleatória.	Cria a imagem de D&D para a Magia 'Confusão' que é do tipo 'Encantamento', do nível 4, com o efeito 'Atordoa e confunde as mentes de criaturas, fazendo-as agir de forma errática ou aleatória.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Controlar Água	Transmutação	Permite manipular grandes massas de água, criando redemoinhos, ondas ou alterando o nível do mar.	Cria a imagem de D&D para a Magia 'Controlar Água' que é do tipo 'Transmutação', do nível 4, com o efeito 'Permite manipular grandes massas de água, criando redemoinhos, ondas ou alterando o nível do mar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Convocar Elemental	Invocação	Invoca um espírito elemental que se manifesta fisicamente para lutar ao seu lado.	Cria a imagem de D&D para a Magia 'Convocar Elemental' que é do tipo 'Invocação', do nível 4, com o efeito 'Invoca um espírito elemental que se manifesta fisicamente para lutar ao seu lado.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Defensor da Fé	Invocação	Conjura um espírito guardião que protege uma área e golpeia inimigos próximos.	Cria a imagem de D&D para a Magia 'Defensor da Fé' que é do tipo 'Invocação', do nível 4, com o efeito 'Conjura um espírito guardião que protege uma área e golpeia inimigos próximos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Destruição Atordoante	Encantamento	Um ataque imbuído de energia divina que pode deixar o alvo atordoado.	Cria a imagem de D&D para a Magia 'Destruição Atordoante' que é do tipo 'Encantamento', do nível 4, com o efeito 'Um ataque imbuído de energia divina que pode deixar o alvo atordoado.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Dominar Fera	Encantamento	Estabelece controle telepático total sobre uma criatura do tipo fera.	Cria a imagem de D&D para a Magia 'Dominar Fera' que é do tipo 'Encantamento', do nível 4, com o efeito 'Estabelece controle telepático total sobre uma criatura do tipo fera.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Enfeitiçar Monstro	Encantamento	Encanta magicamente qualquer criatura, fazendo-a ver o conjurador como um aliado.	Cria a imagem de D&D para a Magia 'Enfeitiçar Monstro' que é do tipo 'Encantamento', do nível 4, com o efeito 'Encanta magicamente qualquer criatura, fazendo-a ver o conjurador como um aliado.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Escudo Ardente	Evocação	Chamas envolvem o conjurador, concedendo resistência a dano elemental e queimando atacantes.	Cria a imagem de D&D para a Magia 'Escudo Ardente' que é do tipo 'Evocação', do nível 4, com o efeito 'Chamas envolvem o conjurador, concedendo resistência a dano elemental e queimando atacantes.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Esfera Resiliente de Otiluke	Abjuração	Cria uma esfera de força cintilante que envolve e protege ou isola uma criatura.	Cria a imagem de D&D para a Magia 'Esfera Resiliente de Otiluke' que é do tipo 'Abjuração', do nível 4, com o efeito 'Cria uma esfera de força cintilante que envolve e protege ou isola uma criatura.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Esfera Vitriólica	Evocação	Uma esfera de ácido verde que explode, causando dano corrosivo imediato e persistente.	Cria a imagem de D&D para a Magia 'Esfera Vitriólica' que é do tipo 'Evocação', do nível 4, com o efeito 'Uma esfera de ácido verde que explode, causando dano corrosivo imediato e persistente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Fabricar	Transmutação	Transforma matérias-primas em produtos acabados de forma instantânea (ex: madeira em uma ponte).	Cria a imagem de D&D para a Magia 'Fabricar' que é do tipo 'Transmutação', do nível 4, com o efeito 'Transforma matérias-primas em produtos acabados de forma instantânea (ex: madeira em uma ponte).'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Fonte do Luar	Evocação	Cria um brilho prateado em área que causa dano radiante a inimigos e protege aliados.	Cria a imagem de D&D para a Magia 'Fonte do Luar' que é do tipo 'Evocação', do nível 4, com o efeito 'Cria um brilho prateado em área que causa dano radiante a inimigos e protege aliados.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Inseto Gigante	Invocação	Transforma pequenos insetos em versões gigantes e obedientes ao conjurador.	Cria a imagem de D&D para a Magia 'Inseto Gigante' que é do tipo 'Invocação', do nível 4, com o efeito 'Transforma pequenos insetos em versões gigantes e obedientes ao conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Invisibilidade Maior	Ilusão	Torna o alvo invisível, e ele permanece assim mesmo após realizar ataques ou conjurar magias.	Cria a imagem de D&D para a Magia 'Invisibilidade Maior' que é do tipo 'Ilusão', do nível 4, com o efeito 'Torna o alvo invisível, e ele permanece assim mesmo após realizar ataques ou conjurar magias.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Invocar Aberração	Invocação	Conjura um espírito bizarro e alienígena vindo de reinos distantes para o combate.	Cria a imagem de D&D para a Magia 'Invocar Aberração' que é do tipo 'Invocação', do nível 4, com o efeito 'Conjura um espírito bizarro e alienígena vindo de reinos distantes para o combate.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Invocar Constructo	Invocação	Conjura um espírito que assume a forma de um autômato ou guardião mecânico.	Cria a imagem de D&D para a Magia 'Invocar Constructo' que é do tipo 'Invocação', do nível 4, com o efeito 'Conjura um espírito que assume a forma de um autômato ou guardião mecânico.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Invocar Elementais Menores	Invocação	Conjura vários espíritos elementais pequenos que voam ao redor do conjurador.	Cria a imagem de D&D para a Magia 'Invocar Elementais Menores' que é do tipo 'Invocação', do nível 4, com o efeito 'Conjura vários espíritos elementais pequenos que voam ao redor do conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Invocar Seres da Floresta	Invocação	Invoca espíritos da natureza que se manifestam como criaturas feéricas.	Cria a imagem de D&D para a Magia 'Invocar Seres da Floresta' que é do tipo 'Invocação', do nível 4, com o efeito 'Invoca espíritos da natureza que se manifestam como criaturas feéricas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Localizar Criatura	Adivinhação	Sente a direção e a localização exata de uma criatura específica próxima.	Cria a imagem de D&D para a Magia 'Localizar Criatura' que é do tipo 'Adivinhação', do nível 4, com o efeito 'Sente a direção e a localização exata de uma criatura específica próxima.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
